x1,x2,d,y,e,membership_function
-0.8383838,0.8383838,1.2447709,1.2436219,1.3e-06,gaussmf
-0.8383838,0.8585859,1.2064075,1.2057561,4e-07,gaussmf
-0.8383838,0.8585859,1.1696766,1.1696367,0,gaussmf
-0.8383838,0.8585859,1.1345781,1.1352537,5e-07,gaussmf
-0.8383838,0.8787879,1.1011121,1.1025944,2.2e-06,gaussmf
-0.8383838,0.8787879,1.0692786,1.0716431,5.6e-06,gaussmf
-0.8383838,0.8787879,1.0390776,1.042381,1.09e-05,gaussmf
-0.8383838,0.8989899,1.0105091,1.0147869,1.83e-05,gaussmf
-0.8383838,0.8989899,0.9835731,0.9888363,2.77e-05,gaussmf
-0.8383838,0.8989899,0.9582696,0.964502,3.88e-05,gaussmf
-0.8383838,0.9191919,0.9345985,0.9417542,5.12e-05,gaussmf
-0.8383838,0.9191919,0.9125599,0.9205599,6.4e-05,gaussmf
-0.8383838,0.9191919,0.8921539,0.900884,7.62e-05,gaussmf
-0.8383838,0.9393939,0.8733803,0.8826881,8.66e-05,gaussmf
-0.8383838,0.9393939,0.8562392,0.8659316,9.39e-05,gaussmf
-0.8383838,0.9393939,0.8407305,0.8505711,9.68e-05,gaussmf
-0.8383838,0.959596,0.8268544,0.8365602,9.42e-05,gaussmf
-0.8383838,0.959596,0.8146108,0.8238491,8.53e-05,gaussmf
-0.8383838,0.959596,0.8039996,0.8123846,7.03e-05,gaussmf
-0.8383838,0.979798,0.7950209,0.802111,5.03e-05,gaussmf
-0.8383838,0.979798,0.7876747,0.7929707,2.8e-05,gaussmf
-0.8383838,0.979798,0.781961,0.7849045,8.7e-06,gaussmf
-0.8383838,1,0.7778798,0.7778518,0,gaussmf
-0.8383838,1,0.7754311,0.7717512,1.35e-05,gaussmf
-0.8383838,1,0.7746148,0.7665401,6.52e-05,gaussmf
-0.8181818,-1,8.7933884,8.7855005,6.22e-05,gaussmf
-0.8181818,-1,8.6325885,8.6290959,1.22e-05,gaussmf
-0.8181818,-1,8.4734211,8.4735808,0,gaussmf
-0.8181818,-0.979798,8.3158861,8.3190174,9.8e-06,gaussmf
-0.8181818,-0.979798,8.1599837,8.1654675,3.01e-05,gaussmf
-0.8181818,-0.979798,8.0057137,8.0129915,5.3e-05,gaussmf
-0.8181818,-0.959596,7.8530762,7.8616487,7.35e-05,gaussmf
-0.8181818,-0.959596,7.7020712,7.7114968,8.88e-05,gaussmf
-0.8181818,-0.959596,7.5526987,7.5625915,9.79e-05,gaussmf
-0.8181818,-0.9393939,7.4049587,7.4149859,0.0001005,gaussmf
-0.8181818,-0.9393939,7.2588511,7.26873,9.76e-05,gaussmf
-0.8181818,-0.9393939,7.1143761,7.1238701,9.01e-05,gaussmf
-0.8181818,-0.9191919,6.9715335,6.9804495,7.95e-05,gaussmf
-0.8181818,-0.9191919,6.8303234,6.8385092,6.7e-05,gaussmf
-0.8181818,-0.9191919,6.6907458,6.6980871,5.39e-05,gaussmf
-0.8181818,-0.8989899,6.5528007,6.5592187,4.12e-05,gaussmf
-0.8181818,-0.8989899,6.4164881,6.4219367,2.97e-05,gaussmf
-0.8181818,-0.8989899,6.281808,6.2862712,1.99e-05,gaussmf
-0.8181818,-0.8787879,6.1487603,6.1522493,1.22e-05,gaussmf
-0.8181818,-0.8787879,6.0173452,6.0198953,6.5e-06,gaussmf
-0.8181818,-0.8787879,5.8875625,5.8892307,2.8e-06,gaussmf
-0.8181818,-0.8585859,5.7594123,5.760274,7e-07,gaussmf
-0.8181818,-0.8585859,5.6328946,5.6330411,0,gaussmf
-0.8181818,-0.8585859,5.5080094,5.5075446,2e-07,gaussmf
-0.8181818,-0.8383838,5.3847567,5.3837946,9e-07,gaussmf
-0.8181818,-0.8383838,5.2631364,5.2617983,1.8e-06,gaussmf
-0.8181818,-0.8383838,5.1431487,5.1415599,2.5e-06,gaussmf
-0.8181818,-0.8181818,5.0247934,5.0230814,2.9e-06,gaussmf
-0.8181818,-0.8181818,4.9080706,4.906362,2.9e-06,gaussmf
-0.8181818,-0.8181818,4.7929803,4.7913985,2.5e-06,gaussmf
-0.8181818,-0.7979798,4.6795225,4.6781855,1.8e-06,gaussmf
-0.8181818,-0.7979798,4.5676972,4.5667156,1e-06,gaussmf
-0.8181818,-0.7979798,4.4575043,4.4569795,3e-07,gaussmf
-0.8181818,-0.7777778,4.348944,4.348966,0,gaussmf
-0.8181818,-0.7777778,4.2420161,4.2426628,4e-07,gaussmf
-0.8181818,-0.7777778,4.1367207,4.1380563,1.8e-06,gaussmf
-0.8181818,-0.7575758,4.0330579,4.0351317,4.3e-06,gaussmf
-0.8181818,-0.7575758,3.9310274,3.933874,8.1e-06,gaussmf
-0.8181818,-0.7575758,3.8306295,3.8342674,1.32e-05,gaussmf
-0.8181818,-0.7373737,3.7318641,3.7362961,1.96e-05,gaussmf
-0.8181818,-0.7373737,3.6347311,3.6399446,2.72e-05,gaussmf
-0.8181818,-0.7373737,3.5392307,3.5451975,3.56e-05,gaussmf
-0.8181818,-0.7171717,3.4453627,3.4520403,4.46e-05,gaussmf
-0.8181818,-0.7171717,3.3531272,3.3604595,5.38e-05,gaussmf
-0.8181818,-0.7171717,3.2625242,3.2704424,6.27e-05,gaussmf
-0.8181818,-0.6969697,3.1735537,3.1819781,7.1e-05,gaussmf
-0.8181818,-0.6969697,3.0862157,3.0950569,7.82e-05,gaussmf
-0.8181818,-0.6969697,3.0005102,3.0096709,8.39e-05,gaussmf
-0.8181818,-0.6767677,2.9164371,2.9258143,8.79e-05,gaussmf
-0.8181818,-0.6767677,2.8339965,2.8434828,9e-05,gaussmf
-0.8181818,-0.6767677,2.7531885,2.7626745,9e-05,gaussmf
-0.8181818,-0.6565657,2.6740129,2.6833893,8.79e-05,gaussmf
-0.8181818,-0.6565657,2.5964697,2.6056294,8.39e-05,gaussmf
-0.8181818,-0.6565657,2.5205591,2.5293987,7.81e-05,gaussmf
-0.8181818,-0.6363636,2.446281,2.4547034,7.09e-05,gaussmf
-0.8181818,-0.6363636,2.3736353,2.3815512,6.27e-05,gaussmf
-0.8181818,-0.6363636,2.3026222,2.3099518,5.37e-05,gaussmf
-0.8181818,-0.6161616,2.2332415,2.2399162,4.46e-05,gaussmf
-0.8181818,-0.6161616,2.1654933,2.171457,3.56e-05,gaussmf
-0.8181818,-0.6161616,2.0993776,2.1045877,2.71e-05,gaussmf
-0.8181818,-0.5959596,2.0348944,2.039323,1.96e-05,gaussmf
-0.8181818,-0.5959596,1.9720437,1.975678,1.32e-05,gaussmf
-0.8181818,-0.5959596,1.9108254,1.9136685,8.1e-06,gaussmf
-0.8181818,-0.5757576,1.8512397,1.8533102,4.3e-06,gaussmf
-0.8181818,-0.5757576,1.7932864,1.7946186,1.8e-06,gaussmf
-0.8181818,-0.5757576,1.7369656,1.7376092,4e-07,gaussmf
-0.8181818,-0.5555556,1.6822773,1.6822965,0,gaussmf
-0.8181818,-0.5555556,1.6292215,1.628694,3e-07,gaussmf
-0.8181818,-0.5555556,1.5777982,1.5768143,1e-06,gaussmf
-0.8181818,-0.5353535,1.5280073,1.5266684,1.8e-06,gaussmf
-0.8181818,-0.5353535,1.479849,1.4782655,2.5e-06,gaussmf
-0.8181818,-0.5353535,1.4333231,1.4316133,2.9e-06,gaussmf
-0.8181818,-0.5151515,1.3884298,1.3867169,2.9e-06,gaussmf
-0.8181818,-0.5151515,1.3451689,1.3435797,2.5e-06,gaussmf
-0.8181818,-0.5151515,1.3035405,1.3022022,1.8e-06,gaussmf
-0.8181818,-0.4949495,1.2635445,1.2625828,9e-07,gaussmf
-0.8181818,-0.4949495,1.2251811,1.224717,2e-07,gaussmf
-0.8181818,-0.4949495,1.1884502,1.1885976,0,gaussmf
-0.8181818,-0.4747475,1.1533517,1.1542147,7e-07,gaussmf
-0.8181818,-0.4747475,1.1198857,1.1215554,2.8e-06,gaussmf
-0.8181818,-0.4747475,1.0880522,1.090604,6.5e-06,gaussmf
-0.8181818,-0.4545455,1.0578512,1.061342,1.22e-05,gaussmf
-0.8181818,-0.4545455,1.0292827,1.0337478,1.99e-05,gaussmf
-0.8181818,-0.4545455,1.0023467,1.0077972,2.97e-05,gaussmf
-0.8181818,-0.4343434,0.9770432,0.983463,4.12e-05,gaussmf
-0.8181818,-0.4343434,0.9533721,0.9607151,5.39e-05,gaussmf
-0.8181818,-0.4343434,0.9313335,0.9395209,6.7e-05,gaussmf
-0.8181818,-0.4141414,0.9109275,0.9198449,7.95e-05,gaussmf
-0.8181818,-0.4141414,0.8921539,0.901649,9.02e-05,gaussmf
-0.8181818,-0.4141414,0.8750128,0.8848925,9.76e-05,gaussmf
-0.8181818,-0.3939394,0.8595041,0.869532,0.0001006,gaussmf
-0.8181818,-0.3939394,0.845628,0.8555211,9.79e-05,gaussmf
-0.8181818,-0.3939394,0.8333843,0.8428101,8.88e-05,gaussmf
-0.8181818,-0.3737374,0.8227732,0.8313456,7.35e-05,gaussmf
-0.8181818,-0.3737374,0.8137945,0.821072,5.3e-05,gaussmf
-0.8181818,-0.3737374,0.8064483,0.8119317,3.01e-05,gaussmf
-0.8181818,-0.3535354,0.8007346,0.8038654,9.8e-06,gaussmf
-0.8181818,-0.3535354,0.7966534,0.7968128,0,gaussmf
-0.8181818,-0.3535354,0.7942047,0.7907121,1.22e-05,gaussmf
-0.8181818,-0.3333333,0.7933884,0.7855011,6.22e-05,gaussmf
-0.8181818,-0.3333333,8.8113458,8.8035497,6.08e-05,gaussmf
-0.8181818,-0.3333333,8.6505459,8.6471451,1.16e-05,gaussmf
-0.8181818,-0.3131313,8.4913784,8.49163,1e-07,gaussmf
-0.8181818,-0.3131313,8.3338435,8.3370666,1.04e-05,gaussmf
-0.8181818,-0.3131313,8.177941,8.1835167,3.11e-05,gaussmf
-0.8181818,-0.2929293,8.0236711,8.0310407,5.43e-05,gaussmf
-0.8181818,-0.2929293,7.8710336,7.8796979,7.51e-05,gaussmf
-0.8181818,-0.2929293,7.7200286,7.729546,9.06e-05,gaussmf
-0.8181818,-0.2727273,7.5706561,7.5806407,9.97e-05,gaussmf
-0.8181818,-0.2727273,7.422916,7.4330351,0.0001024,gaussmf
-0.8181818,-0.2727273,7.2768085,7.2867792,9.94e-05,gaussmf
-0.8181818,-0.2525253,7.1323334,7.1419193,9.19e-05,gaussmf
-0.8181818,-0.2525253,6.9894909,6.9984987,8.11e-05,gaussmf
-0.8181818,-0.2525253,6.8482808,6.8565584,6.85e-05,gaussmf
-0.8181818,-0.2323232,6.7087032,6.7161363,5.53e-05,gaussmf
-0.8181818,-0.2323232,6.5707581,6.5772679,4.24e-05,gaussmf
-0.8181818,-0.2323232,6.4344455,6.439986,3.07e-05,gaussmf
-0.8181818,-0.2121212,6.2997653,6.3043204,2.07e-05,gaussmf
-0.8181818,-0.2121212,6.1667177,6.1702985,1.28e-05,gaussmf
-0.8181818,-0.2121212,6.0353025,6.0379445,7e-06,gaussmf
-0.8181818,-0.1919192,5.9055198,5.9072799,3.1e-06,gaussmf
-0.8181818,-0.1919192,5.7773697,5.7783232,9e-07,gaussmf
-0.8181818,-0.1919192,5.650852,5.6510903,1e-07,gaussmf
-0.8181818,-0.1717172,5.5259667,5.5255938,1e-07,gaussmf
-0.8181818,-0.1717172,5.402714,5.4018438,8e-07,gaussmf
-0.8181818,-0.1717172,5.2810938,5.2798475,1.6e-06,gaussmf
-0.8181818,-0.1515152,5.161106,5.1596091,2.2e-06,gaussmf
-0.8181818,-0.1515152,5.0427507,5.0411306,2.6e-06,gaussmf
-0.8181818,-0.1515152,4.926028,4.9244112,2.6e-06,gaussmf
-0.8181818,-0.1313131,4.8109377,4.8094477,2.2e-06,gaussmf
-0.8181818,-0.1313131,4.6974798,4.6962347,1.6e-06,gaussmf
-0.8181818,-0.1313131,4.5856545,4.5847648,8e-07,gaussmf
-0.8181818,-0.1111111,4.4754617,4.4750287,2e-07,gaussmf
-0.8181818,-0.1111111,4.3669013,4.3670152,0,gaussmf
-0.8181818,-0.1111111,4.2599735,4.260712,5e-07,gaussmf
-0.8181818,-0.0909091,4.1546781,4.1561055,2e-06,gaussmf
-0.8181818,-0.0909091,4.0510152,4.0531809,4.7e-06,gaussmf
-0.8181818,-0.0909091,3.9489848,3.9519232,8.6e-06,gaussmf
-0.8181818,-0.0707071,3.8485869,3.8523166,1.39e-05,gaussmf
-0.8181818,-0.0707071,3.7498214,3.7543453,2.05e-05,gaussmf
-0.8181818,-0.0707071,3.6526885,3.6579938,2.81e-05,gaussmf
-0.8181818,-0.0505051,3.557188,3.5632467,3.67e-05,gaussmf
-0.8181818,-0.0505051,3.4633201,3.4700895,4.58e-05,gaussmf
-0.8181818,-0.0505051,3.3710846,3.3785087,5.51e-05,gaussmf
-0.8181818,-0.030303,3.2804816,3.2884916,6.42e-05,gaussmf
-0.8181818,-0.030303,3.1915111,3.2000273,7.25e-05,gaussmf
-0.8181818,-0.030303,3.104173,3.1131061,7.98e-05,gaussmf
-0.8181818,-0.010101,3.0184675,3.0277201,8.56e-05,gaussmf
-0.8181818,-0.010101,2.9343944,2.9438635,8.97e-05,gaussmf
-0.8181818,-0.010101,2.8519539,2.861532,9.17e-05,gaussmf
-0.8181818,0.010101,2.7711458,2.7807237,9.17e-05,gaussmf
-0.8181818,0.010101,2.6919702,2.7014385,8.96e-05,gaussmf
-0.8181818,0.010101,2.6144271,2.6236786,8.56e-05,gaussmf
-0.8181818,0.030303,2.5385165,2.5474479,7.98e-05,gaussmf
-0.8181818,0.030303,2.4642383,2.4727526,7.25e-05,gaussmf
-0.8181818,0.030303,2.3915927,2.3996004,6.41e-05,gaussmf
-0.8181818,0.0505051,2.3205795,2.328001,5.51e-05,gaussmf
-0.8181818,0.0505051,2.2511989,2.2579654,4.58e-05,gaussmf
-0.8181818,0.0505051,2.1834507,2.1895062,3.67e-05,gaussmf
-0.8181818,0.0707071,2.117335,2.1226369,2.81e-05,gaussmf
-0.8181818,0.0707071,2.0528517,2.0573722,2.04e-05,gaussmf
-0.8181818,0.0707071,1.990001,1.9937273,1.39e-05,gaussmf
-0.8181818,0.0909091,1.9287828,1.9317177,8.6e-06,gaussmf
-0.8181818,0.0909091,1.869197,1.8713594,4.7e-06,gaussmf
-0.8181818,0.0909091,1.8112438,1.8126678,2e-06,gaussmf
-0.8181818,0.1111111,1.754923,1.7556584,5e-07,gaussmf
-0.8181818,0.1111111,1.7002347,1.7003457,0,gaussmf
-0.8181818,0.1111111,1.6471789,1.6467432,2e-07,gaussmf
-0.8181818,0.1313131,1.5957555,1.5948635,8e-07,gaussmf
-0.8181818,0.1313131,1.5459647,1.5447176,1.6e-06,gaussmf
-0.8181818,0.1313131,1.4978063,1.4963148,2.2e-06,gaussmf
-0.8181818,0.1515152,1.4512805,1.4496625,2.6e-06,gaussmf
-0.8181818,0.1515152,1.4063871,1.4047661,2.6e-06,gaussmf
-0.8181818,0.1515152,1.3631262,1.3616289,2.2e-06,gaussmf
-0.8181818,0.1717172,1.3214978,1.3202514,1.6e-06,gaussmf
-0.8181818,0.1717172,1.2815019,1.280632,8e-07,gaussmf
-0.8181818,0.1717172,1.2431385,1.2427662,1e-07,gaussmf
-0.8181818,0.1919192,1.2064075,1.2066468,1e-07,gaussmf
-0.8181818,0.1919192,1.1713091,1.1722639,9e-07,gaussmf
-0.8181818,0.1919192,1.1378431,1.1396046,3.1e-06,gaussmf
-0.8181818,0.2121212,1.1060096,1.1086532,7e-06,gaussmf
-0.8181818,0.2121212,1.0758086,1.0793912,1.28e-05,gaussmf
-0.8181818,0.2121212,1.0472401,1.051797,2.08e-05,gaussmf
-0.8181818,0.2323232,1.0203041,1.0258464,3.07e-05,gaussmf
-0.8181818,0.2323232,0.9950005,1.0015122,4.24e-05,gaussmf
-0.8181818,0.2323232,0.9713295,0.9787643,5.53e-05,gaussmf
-0.8181818,0.2525253,0.9492909,0.9575701,6.85e-05,gaussmf
-0.8181818,0.2525253,0.9288848,0.9378941,8.12e-05,gaussmf
-0.8181818,0.2525253,0.9101112,0.9196982,9.19e-05,gaussmf
-0.8181818,0.2727273,0.8929701,0.9029417,9.94e-05,gaussmf
-0.8181818,0.2727273,0.8774615,0.8875812,0.0001024,gaussmf
-0.8181818,0.2727273,0.8635853,0.8735703,9.97e-05,gaussmf
-0.8181818,0.2929293,0.8513417,0.8608593,9.06e-05,gaussmf
-0.8181818,0.2929293,0.8407305,0.8493948,7.51e-05,gaussmf
-0.8181818,0.2929293,0.8317519,0.8391212,5.43e-05,gaussmf
-0.8181818,0.3131313,0.8244057,0.8299809,3.11e-05,gaussmf
-0.8181818,0.3131313,0.818692,0.8219146,1.04e-05,gaussmf
-0.8181818,0.3131313,0.8146108,0.814862,1e-07,gaussmf
-0.8181818,0.3333333,0.812162,0.8087613,1.16e-05,gaussmf
-0.8181818,0.3333333,0.8113458,0.8035503,6.08e-05,gaussmf
-0.8181818,0.3333333,8.8284869,8.8206878,6.08e-05,gaussmf
-0.8181818,0.3535354,8.667687,8.6642832,1.16e-05,gaussmf
-0.8181818,0.3535354,8.5085195,8.5087681,1e-07,gaussmf
-0.8181818,0.3535354,8.3509846,8.3542047,1.04e-05,gaussmf
-0.8181818,0.3737374,8.1950821,8.2006548,3.11e-05,gaussmf
-0.8181818,0.3737374,8.0408122,8.0481788,5.43e-05,gaussmf
-0.8181818,0.3737374,7.8881747,7.896836,7.5e-05,gaussmf
-0.8181818,0.3939394,7.7371697,7.7466841,9.05e-05,gaussmf
-0.8181818,0.3939394,7.5877972,7.5977787,9.96e-05,gaussmf
-0.8181818,0.3939394,7.4400571,7.4501732,0.0001023,gaussmf
-0.8181818,0.4141414,7.2939496,7.3039173,9.94e-05,gaussmf
-0.8181818,0.4141414,7.1494745,7.1590573,9.18e-05,gaussmf
-0.8181818,0.4141414,7.006632,7.0156368,8.11e-05,gaussmf
-0.8181818,0.4343434,6.8654219,6.8736964,6.85e-05,gaussmf
-0.8181818,0.4343434,6.7258443,6.7332744,5.52e-05,gaussmf
-0.8181818,0.4343434,6.5878992,6.594406,4.23e-05,gaussmf
-0.8181818,0.4545455,6.4515866,6.457124,3.07e-05,gaussmf
-0.8181818,0.4545455,6.3169064,6.3214585,2.07e-05,gaussmf
-0.8181818,0.4545455,6.1838588,6.1874366,1.28e-05,gaussmf
-0.8181818,0.4747475,6.0524436,6.0550825,7e-06,gaussmf
-0.8181818,0.4747475,5.922661,5.9244179,3.1e-06,gaussmf
-0.8181818,0.4747475,5.7945108,5.7954613,9e-07,gaussmf
-0.8181818,0.4949495,5.6679931,5.6682284,1e-07,gaussmf
-0.8181818,0.4949495,5.5431078,5.5427319,1e-07,gaussmf
-0.8181818,0.4949495,5.4198551,5.4189819,8e-07,gaussmf
-0.8181818,0.5151515,5.2982349,5.2969855,1.6e-06,gaussmf
-0.8181818,0.5151515,5.1782471,5.1767472,2.2e-06,gaussmf
-0.8181818,0.5151515,5.0598918,5.0582687,2.6e-06,gaussmf
-0.8181818,0.5353535,4.9431691,4.9415492,2.6e-06,gaussmf
-0.8181818,0.5353535,4.8280788,4.8265857,2.2e-06,gaussmf
-0.8181818,0.5353535,4.714621,4.7133728,1.6e-06,gaussmf
-0.8181818,0.5555556,4.6027956,4.6019029,8e-07,gaussmf
-0.8181818,0.5555556,4.4926028,4.4921667,2e-07,gaussmf
-0.8181818,0.5555556,4.3840424,4.3841533,0,gaussmf
-0.8181818,0.5757576,4.2771146,4.2778501,5e-07,gaussmf
-0.8181818,0.5757576,4.1718192,4.1732435,2e-06,gaussmf
-0.8181818,0.5757576,4.0681563,4.070319,4.7e-06,gaussmf
-0.8181818,0.5959596,3.9661259,3.9690613,8.6e-06,gaussmf
-0.8181818,0.5959596,3.865728,3.8694547,1.39e-05,gaussmf
-0.8181818,0.5959596,3.7669626,3.7714834,2.04e-05,gaussmf
-0.8181818,0.6161616,3.6698296,3.6751318,2.81e-05,gaussmf
-0.8181818,0.6161616,3.5743292,3.5803848,3.67e-05,gaussmf
-0.8181818,0.6161616,3.4804612,3.4872276,4.58e-05,gaussmf
-0.8181818,0.6363636,3.3882257,3.3956467,5.51e-05,gaussmf
-0.8181818,0.6363636,3.2976227,3.3056297,6.41e-05,gaussmf
-0.8181818,0.6363636,3.2086522,3.2171654,7.25e-05,gaussmf
-0.8181818,0.6565657,3.1213142,3.1302442,7.97e-05,gaussmf
-0.8181818,0.6565657,3.0356086,3.0448582,8.56e-05,gaussmf
-0.8181818,0.6565657,2.9515356,2.9610015,8.96e-05,gaussmf
-0.8181818,0.6767677,2.869095,2.8786701,9.17e-05,gaussmf
-0.8181818,0.6767677,2.7882869,2.7978618,9.17e-05,gaussmf
-0.8181818,0.6767677,2.7091113,2.7185766,8.96e-05,gaussmf
-0.8181818,0.6969697,2.6315682,2.6408167,8.55e-05,gaussmf
-0.8181818,0.6969697,2.5556576,2.564586,7.97e-05,gaussmf
-0.8181818,0.6969697,2.4813795,2.4898907,7.24e-05,gaussmf
-0.8181818,0.7171717,2.4087338,2.4167385,6.41e-05,gaussmf
-0.8181818,0.7171717,2.3377206,2.3451391,5.5e-05,gaussmf
-0.8181818,0.7171717,2.26834,2.2751035,4.57e-05,gaussmf
-0.8181818,0.7373737,2.2005918,2.2066442,3.66e-05,gaussmf
-0.8181818,0.7373737,2.1344761,2.139775,2.81e-05,gaussmf
-0.8181818,0.7373737,2.0699929,2.0745103,2.04e-05,gaussmf
-0.8181818,0.7575758,2.0071421,2.0108653,1.39e-05,gaussmf
-0.8181818,0.7575758,1.9459239,1.9488558,8.6e-06,gaussmf
-0.8181818,0.7575758,1.8863381,1.8884974,4.7e-06,gaussmf
-0.8181818,0.7777778,1.8283849,1.8298059,2e-06,gaussmf
-0.8181818,0.7777778,1.7720641,1.7727965,5e-07,gaussmf
-0.8181818,0.7777778,1.7173758,1.7174837,0,gaussmf
-0.8181818,0.7979798,1.66432,1.6638813,2e-07,gaussmf
-0.8181818,0.7979798,1.6128966,1.6120016,8e-07,gaussmf
-0.8181818,0.7979798,1.5631058,1.5618557,1.6e-06,gaussmf
-0.8181818,0.8181818,1.5149475,1.5134528,2.2e-06,gaussmf
-0.8181818,0.8181818,1.4684216,1.4668005,2.6e-06,gaussmf
-0.8181818,0.8181818,1.4235282,1.4219042,2.6e-06,gaussmf
-0.8181818,0.8383838,1.3802673,1.3787669,2.3e-06,gaussmf
-0.8181818,0.8383838,1.3386389,1.3373895,1.6e-06,gaussmf
-0.8181818,0.8383838,1.298643,1.2977701,8e-07,gaussmf
-0.8181818,0.8585859,1.2602796,1.2599043,1e-07,gaussmf
-0.8181818,0.8585859,1.2235486,1.2237849,1e-07,gaussmf
-0.8181818,0.8585859,1.1884502,1.1894019,9e-07,gaussmf
-0.8181818,0.8787879,1.1549842,1.1567426,3.1e-06,gaussmf
-0.8181818,0.8787879,1.1231507,1.1257913,7e-06,gaussmf
-0.8181818,0.8787879,1.0929497,1.0965292,1.28e-05,gaussmf
-0.8181818,0.8989899,1.0643812,1.0689351,2.07e-05,gaussmf
-0.8181818,0.8989899,1.0374452,1.0429845,3.07e-05,gaussmf
-0.8181818,0.8989899,1.0121416,1.0186502,4.24e-05,gaussmf
-0.8181818,0.9191919,0.9884706,0.9959024,5.52e-05,gaussmf
-0.8181818,0.9191919,0.966432,0.9747081,6.85e-05,gaussmf
-0.8181818,0.9191919,0.9460259,0.9550322,8.11e-05,gaussmf
-0.8181818,0.9393939,0.9272523,0.9368363,9.19e-05,gaussmf
-0.8181818,0.9393939,0.9101112,0.9200798,9.94e-05,gaussmf
-0.8181818,0.9393939,0.8946026,0.9047193,0.0001023,gaussmf
-0.8181818,0.959596,0.8807265,0.8907084,9.96e-05,gaussmf
-0.8181818,0.959596,0.8684828,0.8779973,9.05e-05,gaussmf
-0.8181818,0.959596,0.8578716,0.8665328,7.5e-05,gaussmf
-0.8181818,0.979798,0.848893,0.8562592,5.43e-05,gaussmf
-0.8181818,0.979798,0.8415468,0.8471189,3.1e-05,gaussmf
-0.8181818,0.979798,0.8358331,0.8390527,1.04e-05,gaussmf
-0.8181818,1,0.8317519,0.832,1e-07,gaussmf
-0.8181818,1,0.8293031,0.8258994,1.16e-05,gaussmf
-0.8181818,1,0.8284869,0.8206883,6.08e-05,gaussmf
-0.7979798,-1,8.8448118,8.8369172,6.23e-05,gaussmf
-0.7979798,-1,8.6840118,8.6805126,1.22e-05,gaussmf
-0.7979798,-1,8.5248444,8.5249975,0,gaussmf
-0.7979798,-0.979798,8.3673095,8.3704341,9.8e-06,gaussmf
-0.7979798,-0.979798,8.211407,8.2168842,3e-05,gaussmf
-0.7979798,-0.979798,8.057137,8.0644082,5.29e-05,gaussmf
-0.7979798,-0.959596,7.9044995,7.9130655,7.34e-05,gaussmf
-0.7979798,-0.959596,7.7534945,7.7629135,8.87e-05,gaussmf
-0.7979798,-0.959596,7.604122,7.6140082,9.77e-05,gaussmf
-0.7979798,-0.9393939,7.456382,7.4664026,0.0001004,gaussmf
-0.7979798,-0.9393939,7.3102745,7.3201467,9.75e-05,gaussmf
-0.7979798,-0.9393939,7.1657994,7.1752868,9e-05,gaussmf
-0.7979798,-0.9191919,7.0229568,7.0318662,7.94e-05,gaussmf
-0.7979798,-0.9191919,6.8817468,6.8899259,6.69e-05,gaussmf
-0.7979798,-0.9191919,6.7421692,6.7495038,5.38e-05,gaussmf
-0.7979798,-0.8989899,6.6042241,6.6106354,4.11e-05,gaussmf
-0.7979798,-0.8989899,6.4679114,6.4733535,2.96e-05,gaussmf
-0.7979798,-0.8989899,6.3332313,6.3376879,1.99e-05,gaussmf
-0.7979798,-0.8787879,6.2001837,6.203666,1.21e-05,gaussmf
-0.7979798,-0.8787879,6.0687685,6.071312,6.5e-06,gaussmf
-0.7979798,-0.8787879,5.9389858,5.9406474,2.8e-06,gaussmf
-0.7979798,-0.8585859,5.8108356,5.8116908,7e-07,gaussmf
-0.7979798,-0.8585859,5.6843179,5.6844578,0,gaussmf
-0.7979798,-0.8585859,5.5594327,5.5589614,2e-07,gaussmf
-0.7979798,-0.8383838,5.43618,5.4352114,9e-07,gaussmf
-0.7979798,-0.8383838,5.3145597,5.313215,1.8e-06,gaussmf
-0.7979798,-0.8383838,5.194572,5.1929766,2.5e-06,gaussmf
-0.7979798,-0.8181818,5.0762167,5.0744981,3e-06,gaussmf
-0.7979798,-0.8181818,4.9594939,4.9577787,2.9e-06,gaussmf
-0.7979798,-0.8181818,4.8444036,4.8428152,2.5e-06,gaussmf
-0.7979798,-0.7979798,4.7309458,4.7296022,1.8e-06,gaussmf
-0.7979798,-0.7979798,4.6191205,4.6181323,1e-06,gaussmf
-0.7979798,-0.7979798,4.5089277,4.5083962,3e-07,gaussmf
-0.7979798,-0.7777778,4.4003673,4.4003827,0,gaussmf
-0.7979798,-0.7777778,4.2934394,4.2940795,4e-07,gaussmf
-0.7979798,-0.7777778,4.1881441,4.189473,1.8e-06,gaussmf
-0.7979798,-0.7575758,4.0844812,4.0865485,4.3e-06,gaussmf
-0.7979798,-0.7575758,3.9824508,3.9852907,8.1e-06,gaussmf
-0.7979798,-0.7575758,3.8820529,3.8856841,1.32e-05,gaussmf
-0.7979798,-0.7373737,3.7832874,3.7877128,1.96e-05,gaussmf
-0.7979798,-0.7373737,3.6861545,3.6913613,2.71e-05,gaussmf
-0.7979798,-0.7373737,3.590654,3.5966142,3.55e-05,gaussmf
-0.7979798,-0.7171717,3.496786,3.503457,4.45e-05,gaussmf
-0.7979798,-0.7171717,3.4045506,3.4118762,5.37e-05,gaussmf
-0.7979798,-0.7171717,3.3139476,3.3218591,6.26e-05,gaussmf
-0.7979798,-0.6969697,3.224977,3.2333948,7.09e-05,gaussmf
-0.7979798,-0.6969697,3.137639,3.1464736,7.8e-05,gaussmf
